feature1,feature2,r
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,-0.1547
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__;f__,0.0198
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,-0.1348
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27,-0.0855
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,-0.1532
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,-0.0496
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,0.0606
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__,-0.1176
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__,-0.1579
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.0981
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__,0.1397
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Hahellaceae,0.1891
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae],-0.0448
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188,0.1911
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae,0.1654
k__Bacteria;p__Bacteroidetes;c__BME43;o__;f__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.0265
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__,0.1753
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae,0.1291
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae,0.0501
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__SC3-41,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.0282
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.0384
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__,-0.0584
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,0.1942
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__,0.1313
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;__,-0.2348
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae,0.0743
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,-0.0288
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cryptophyta;f__,0.0081
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.1389
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae,-0.2428
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae,0.1382
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.048
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae,-0.153
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;__,-0.204
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__JdFBGBact,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,-0.1001
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__,-0.0464
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089,0.1101
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae,0.1389
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae,-0.0423
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,-0.0228
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__;o__;f__,-0.1869
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__JTB38,0.1821
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae,-0.0474
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae,-0.022
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__VC21_Bac22,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.1018
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9,0.1108
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PK34,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.0681
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.1093
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae,0.0113
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,-0.1945
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae,-0.0253
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,-0.1654
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,0.1583
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__,0.1739
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__WPS-2;c__;o__;f__,0.1946
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,-0.0225
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.1566
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae],0.2453
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__,0.0647
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0387
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__J115,-0.1852
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,0.0211
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae,-0.1578
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae,-0.161
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.0983
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae,-0.012
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;__,-0.039
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae,-0.1718
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__A714017,0.0911
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae,-0.0972
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,0.0467
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,-0.3431
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae,-0.0058
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Lentisphaerales;f__Lentisphaeraceae,0.1283
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae,-0.1996
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;__,0.0354
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae,0.0014
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__TA18;o__CV90;f__,0.0329
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,0.0503
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,-0.0689
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae,0.0094
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae,-0.1057
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__,-0.1812
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60,-0.2523
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,-0.1372
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,-0.1757
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,-0.1677
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales];f__[Marinicellaceae],0.0798
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae,-0.1065
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae],-0.1729
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;__;__;__,-0.2055
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__,-0.1127
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;__;__,0.0818
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae,-0.1106
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae,-0.2157
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__;f__,0.0286
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,-0.0812
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27,-0.1664
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae;f__,-0.1382
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,0.0252
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae,0.0716
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__,-0.1731
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__,k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__,-0.1419
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.3326
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Hahellaceae,0.2733
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.0518
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.2695
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.0072
k__Bacteria;p__Bacteroidetes;c__BME43;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.2164
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.3094
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae,0.2841
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae,0.2127
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__SC3-41,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.2384
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.1735
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__,0.316
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.2705
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.0124
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;__,-0.1769
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae,0.2032
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.006
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cryptophyta;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.1615
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.2612
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae,0.0153
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.22
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.0641
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae,0.3009
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.0517
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__JdFBGBact,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.179
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.1846
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.2736
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.2611
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.2397
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.2857
k__Bacteria;p__Proteobacteria;c__;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.1743
