feature1,feature2,r
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.1031
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.048
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0805
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0478
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae,-0.0011
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0357
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0199
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0569
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.13
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0075
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0176
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0866
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Pelagicoccales];f__[Pelagicoccaceae],0.0418
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__,0.0525
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.3907
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.1575
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales;f__Sphaerochaetaceae,0.0406
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0902
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0669
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0014
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0192
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__A714017,0.4054
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0579
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0493
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.3843
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0343
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.029
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales];f__[Marinicellaceae],-0.0519
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0638
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0273
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0546
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.049
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0282
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0165
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;__,0.0001
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089,0.1176
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.088
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.0254
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__SBR1093;c__A712011;o__;f__,0.0626
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0656
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__M2PT2-76;f__,0.075
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__JdFBGBact,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.033
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__SAR406;c__AB16;o__SSW63Au;f__SHAS460,0.1163
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0084
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,-0.1589
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1751
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0252
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0117
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,0.0875
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0336
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0469
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1555
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0429
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0115
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0779
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Sediment-4,0.059
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PK34,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1644
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.0833
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1018
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1689
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1252
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1445
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.1084
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41;f__,0.1024
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.121
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,-0.2676
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae,0.1334
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.2763
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae,-0.2284
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__,-0.1953
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__,-0.2225
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,0.1918
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27,-0.0648
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.1879
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae,0.3061
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae],k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.2938
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Pelagicoccales];f__[Pelagicoccaceae],0.3324
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__,0.0731
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae,0.038
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__,0.1831
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales;f__Sphaerochaetaceae,0.0392
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0571
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.0839
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.1896
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.1807
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0876
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__A714017,-0.0713
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae,0.0392
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.0437
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,0.0511
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae,0.2837
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.037
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales];f__[Marinicellaceae],-0.0983
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae],k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0069
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.2058
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.2376
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.2165
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.1431
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.1039
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;__,0.1756
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089,-0.0588
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0591
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.1789
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__SBR1093;c__A712011;o__;f__,-0.186
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.1508
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__M2PT2-76;f__,-0.0252
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__JdFBGBact,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.2503
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__SAR406;c__AB16;o__SSW63Au;f__SHAS460,0.0998
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.2102
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__,0.2767
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0496
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0358
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.1774
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__,-0.0021
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae,-0.103
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.2818
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;__;__,0.0248
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae,-0.1026
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0945
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0305
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Sediment-4,0.1816
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PK34,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.0622
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__,0.0394
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0782
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,-0.0311
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.0375
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;__,0.0102
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,0.0502
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41;f__,0.0846
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae,0.0554
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae,-0.0286
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,-0.1652
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae,0.257
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__,0.229
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__,0.1629
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae,-0.0279
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27,0.1798
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,0.2324
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae,-0.1233
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae],k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,0.2104
